,RA,Dec,dist,year,month,day
87,284.05469052568,-4.2090213774,6898.632865806158,1949.0,8.0,5.0
88,342.4455338491,53.28882571953,2296.2150118907,1950.0,1.0,23.0
89,266.43241167202,-34.01527624984,3874.9205048609206,1950.0,7.0,20.0
90,265.62122123341,-34.67820504909,1503.11528294656,1950.0,9.0,3.0
91,357.21632046423997,51.46086155548,3003.77853954381,1950.0,11.0,14.0
92,267.59856951512995,-20.674966560079998,7574.74342746539,1951.0,3.0,7.0
93,286.91602435968997,10.49533914739,2627.67426385623,1951.0,7.0,10.0
94,267.15361209442,-34.964116276620004,10058.3691941273,1952.0,3.0,10.0
95,266.90911936878,-33.19586448905,6167.44354621366,1952.0,4.0,18.0
96,284.57044304764,-5.40152266,4162.6514864247,1952.0,7.0,19.0
97,267.50636395302996,-35.39843012604,6887.257295222121,1952.0,8.0,10.0
98,261.61665844449,-21.87671875689,6448.8964674012805,1952.0,8.0,22.0
99,157.8309386149,-59.973535651569996,4538.67484189106,1953.0,2.0,9.0
100,201.59894265608997,-82.32875129147,1797.21167365965,1953.0,4.0,8.0
101,269.84660531261,-29.03788243478,9732.288301923361,1953.0,8.0,5.0
102,269.77642589553,-36.311371374740006,7219.928885612609,1954.0,7.0,4.0
103,268.41693754121,-30.75878681378,6066.071106176761,1954.0,8.0,30.0
104,280.74941993842003,-4.472195967619999,3993.8293312322103,1958.0,9.0,17.0
105,284.33995294139,13.24145119635,1308.2912489041498,1960.0,3.0,7.0
106,278.7153176327,-12.924013182049999,1919.9269806732,1960.0,6.0,29.0
107,270.2456058961,-10.56456724469,3729.728998608129,1960.0,7.0,29.0
108,188.10739305442002,14.34494403809,614.0179059046441,1961.0,11.0,17.0
109,120.84517689567,-28.47457289859,2288.6072811118,1963.0,1.0,18.0
110,273.58535564818,41.856137436,1164.7110883808302,1963.0,2.0,6.0
111,267.47410327598,-33.53696444126,7755.297385649581,1964.0,5.0,19.0
112,82.14199194032,33.30603671927,2618.2081921280605,1964.0,11.0,4.0
113,276.18566309775,-36.99495166688,5163.483678802911,1967.0,6.0,30.0
114,265.59150041571,-24.98349908509,6118.62886597822,1967.0,7.0,7.0
115,297.00195711061,27.171572707350002,1076.79179702117,1968.0,4.0,15.0
116,270.62154599746003,-28.755914898270003,9232.433647078731,1968.0,5.0,17.0
117,296.39660660999,28.591643784370003,3381.30399745427,1968.0,10.0,14.0
118,261.06680428424,-24.61391003723,5621.0451855383,1969.0,6.0,21.0
119,277.90333728237005,-32.59953549682,7651.138408127371,1969.0,7.0,8.0
120,277.69600891382004,2.6144386644999997,1028.1446029535102,1970.0,2.0,13.0
121,291.1858296425,4.246278448480001,2803.9804724285796,1970.0,4.0,14.0
122,313.18696557625,35.99104487142,1981.69155012255,1970.0,6.0,8.0
123,278.95517104481,-18.6961261894,4124.12451463393,1970.0,7.0,29.0
124,281.43159552253996,-8.55032575711,2346.93519019707,1970.0,7.0,31.0
125,159.94632677883,-63.235344488909995,9562.07370894301,1971.0,2.0,18.0
126,331.15379253252996,53.50655418795999,5502.147244774201,1971.0,7.0,10.0
127,159.59329392743,-63.141564271259995,4074.980491518649,1972.0,3.0,22.0
128,198.47552171003997,-57.679426737200004,2403.99881416278,1973.0,4.0,23.0
129,46.90943706415,47.127644271920005,2226.84779227025,1974.0,11.0,9.0
130,289.48044107172996,4.78814427772,1310.68349741163,1975.0,6.0,6.0
131,267.42668174922994,-17.39359225189,3781.19684403882,1975.0,6.0,8.0
132,283.8617671066,-7.718387732439999,3598.6488362191303,1975.0,6.0,15.0
133,269.58936924724,-28.364798304779995,5579.219821586629,1975.0,7.0,13.0
134,317.90237910293,48.15051839398,1298.4693997010402,1975.0,8.0,29.0
135,292.31147872846003,20.46653328841,1039.6497636926,1976.0,10.0,21.0
136,294.84212847757004,18.131821142750002,2479.30033094898,1977.0,1.0,7.0
137,257.05911112257,-25.092610935020005,5230.1622967617905,1977.0,8.0,31.0
138,275.15905998464,-27.94025525416,4476.6595958598,1978.0,3.0,8.0
139,278.30296176087,-20.09733743059,1321.95783869918,1978.0,4.0,7.0
140,325.64710822877004,44.03177922238,2702.7662253886806,1978.0,9.0,10.0
141,305.3054491566,21.571834581029997,1850.67982663559,1979.0,4.0,5.0
142,224.59139918619,-31.668994017279996,2145.46993148792,1979.0,5.0,19.0
143,325.73730438886,31.458693699829997,4583.28989822324,1980.0,11.0,29.0
144,290.83850541226,2.4906109538099996,2918.30436817768,1982.0,1.0,27.0
145,278.6649725395,-26.4342400959,3544.5533899243105,1982.0,10.0,4.0
146,178.01006290511,-67.20582572885,2455.5847144652703,1983.0,1.0,18.0
147,271.97875787044995,-28.82394993312,5439.67420364724,1983.0,2.0,13.0
148,229.98026149206,-25.00673560177,112.44026483226999,1983.0,8.0,10.0
149,243.43424597195,-53.318672179020005,3194.68901959182,1983.0,9.0,19.0
150,291.52104097755,27.366139096420003,2307.566285180739,1984.0,7.0,27.0
151,268.42461536499,-29.035790436409997,6379.45741569813,1984.0,9.0,25.0
152,306.6917565225,27.845309712440006,1591.47605420419,1984.0,12.0,18.0
153,241.71532079067998,-52.07636459306,716.441415775539,1985.0,5.0,28.0
154,269.14235132082996,-31.826569361190003,7964.79800743206,1985.0,9.0,24.0
155,298.6560417241,35.70478030441,3607.0467641384894,1986.0,8.0,4.0
156,270.90789401419,-28.002470241399998,1121.362919024,1986.0,10.0,28.0
157,218.96892195645,-57.62652479907,1322.4302779094,1986.0,11.0,22.0
158,348.02472148397004,47.472078956160004,3192.8809971270503,1986.0,12.0,5.0
159,286.1678418513,21.7705816873,4019.5381873427505,1987.0,11.0,15.0
160,37.37343108067,40.04446895809,254.73587505819802,1988.0,3.0,21.0
161,258.00706170305,-29.625776555940003,549.508399282358,1988.0,4.0,10.0
162,267.95841094099,-32.53365460411,1760.35788496219,1989.0,8.0,17.0
163,269.82516682169,-29.166279614290005,5024.710844048621,1990.0,2.0,23.0
164,265.77112659668,-20.11745909294,4517.64541074863,1991.0,4.0,11.0
165,273.55477819697995,-32.20790624629,6964.5066829853295,1991.0,7.0,29.0
166,281.79165892802996,-8.34810200601,4474.93161574646,1991.0,8.0,30.0
167,275.85800117194,-28.36708137197,5095.471373910639,1992.0,7.0,9.0
168,275.91626465145,-22.99150438921,2486.21597928559,1992.0,10.0,13.0
169,261.270650022,-23.18586348454,3880.7631416452,1993.0,4.0,14.0
170,273.20412783005,-29.48439510024,5720.805289602689,1993.0,8.0,14.0
171,217.95902254202,-51.17570970235,3250.7224453029903,1993.0,9.0,19.0
172,277.59452452448,-17.19886389408,5121.41595144592,1994.0,5.0,16.0
173,263.9355789433,-19.32562127813,4755.57173799492,1994.0,6.0,1.0
174,221.22274493995,-63.898880724369995,3110.4133216661903,1995.0,1.0,27.0
175,195.63249288560002,-60.19337737111,3059.2002363605193,1995.0,2.0,23.0
176,16.27230890734,54.01117374936,4878.649017151809,1995.0,8.0,24.0
177,182.63062701834,-61.752736492480004,1960.65577441191,1996.0,8.0,26.0
178,268.54638526176,-30.04738687914,10587.4567378636,1997.0,6.0,5.0
179,262.99916844225,-19.23228754013,5699.054430414099,1998.0,6.0,15.0
180,271.90024028048,-27.33665011881,559.44674671111,1999.0,4.0,25.0
181,161.20157348751002,-52.425313053850005,1706.7994888758099,1999.0,5.0,22.0
182,290.77232170045,4.955479619030001,1191.7057376642404,1999.0,12.0,1.0
183,278.51227209158,-14.7533991024,7728.06819565451,2000.0,3.0,5.0
184,283.01484828426004,-1.4775733197299998,2804.77846878067,2000.0,4.0,28.0
185,268.66839769287003,-26.237645592129997,1430.2419718735598,2001.0,2.0,24.0
186,286.86864077061,11.745783143010001,860.3429420513311,2001.0,5.0,11.0
187,269.27881755076,-32.3848726775,7553.0529167185205,2001.0,5.0,13.0
188,208.92192006844,-64.26596720311,2118.34189444693,2001.0,10.0,1.0
189,234.85915066797997,-52.32321089055,1212.93741523249,2002.0,1.0,3.0
190,263.6712377866,-16.36020016796,4758.16757811404,2002.0,1.0,24.0
191,269.99817350159003,-30.888733409740006,5743.68098711604,2002.0,4.0,15.0
192,270.59109439885,-25.34231117387,3942.56425174502,2002.0,9.0,15.0
193,285.28891174454,-22.00169818724,3902.42371403024,2002.0,9.0,20.0
194,266.84077821573,-23.47347375231,3849.5270330861604,2002.0,10.0,25.0
195,280.0107015447,-33.44872745429,4630.51245829222,2003.0,4.0,25.0
196,229.46877587369,-61.95428614858001,3060.41609254713,2003.0,10.0,9.0
197,264.68961451621004,-23.471858420089998,4473.95804639126,2004.0,4.0,14.0
198,258.21334974401003,-30.943679981429998,4208.87330042553,2004.0,7.0,3.0
199,262.32845111509,-31.76709067172,4030.98137626946,2004.0,8.0,3.0
200,115.4732689209,-27.110505364279998,3301.1904288802302,2004.0,11.0,20.0
201,244.93657653939,-51.58114468431,2897.0612922081095,2005.0,3.0,13.0
202,274.46204888653,-30.44233876168,4430.34006634278,2005.0,7.0,4.0
203,200.20734263001998,-62.630725984890006,1866.2935433227,2005.0,8.0,1.0
204,317.88475933713,44.80099924352999,3407.9364282891497,2006.0,4.0,2.0
205,258.88746102601004,-29.161133474320003,4378.70365401282,2006.0,4.0,6.0
206,175.79300433283,-58.06786309565,3428.57922384618,2007.0,1.0,23.0
207,307.05196179647004,41.81009174157,2122.5575071462204,2007.0,3.0,15.0
208,265.68332601762,-23.67643499394,3234.1780427313206,2007.0,3.0,19.0
209,272.57609192044,-18.78116036396,1723.6440733682102,2007.0,4.0,14.0
210,248.04775637422,-45.15332280289,182.273888252268,2007.0,6.0,15.0
211,298.60261582957,20.881132283870002,3846.8146463034996,2007.0,8.0,4.0
212,106.42708782086001,-38.244256982479996,1988.3574890603102,2007.0,8.0,8.0
213,124.0748199912,-34.25690966587,2947.6845527317196,2007.0,8.0,14.0
214,297.03694324242997,21.25740743466,3396.82662708187,2007.0,12.0,25.0
215,244.70086326845,-60.46364359886999,3911.853905101769,2008.0,4.0,1.0
216,295.75822190224,32.32040608529,6907.84993342273,2008.0,4.0,10.0
217,271.49536858438,-27.23224285451,6359.943359241391,2008.0,4.0,18.0
218,218.76039559854001,-64.10561023479,3729.3116353177907,2008.0,8.0,26.0
219,199.15157335125,-67.61331954905,5617.83289360848,2008.0,9.0,28.0
220,168.47399249174998,-61.23005497965,3885.3441046604894,2008.0,11.0,26.0
221,275.50608064976,-28.044339627600003,4336.947490486919,2008.0,11.0,29.0
222,266.03522423922,-26.09668426425,5686.64241980587,2009.0,4.0,21.0
223,202.81569201578,-63.96065563007,3771.224225422089,2009.0,5.0,8.0
224,271.78149148617996,-33.77617108253,2828.1153745013503,2009.0,8.0,6.0
225,264.58212441934,-26.737105377709998,5120.65373345856,2009.0,8.0,16.0
226,71.97586771866,-10.17864830671,3687.9725219815996,2009.0,11.0,25.0
227,264.92073300925,-21.663254038210003,3971.28746562504,2010.0,1.0,15.0
228,256.53133274112,-37.240808544850005,1815.6660078632299,2010.0,2.0,20.0
229,268.26288561183,-28.20534393362,6933.68750925543,2010.0,4.0,23.0
230,272.58893066866,-23.09170797079,2052.60020178664,2011.0,3.0,27.0
231,253.78940036025003,-38.63458129419,3160.94064552279,2011.0,6.0,1.0
232,249.18449329863,-41.543813636879996,7128.78609869578,2011.0,9.0,6.0
233,162.58172282599,-64.1129758867,6306.934591488561,2012.0,2.0,26.0
234,205.28889474788002,-58.25468470211,4149.5554022671695,2012.0,3.0,23.0
235,261.52920947123,-25.861831346939997,4729.6255940109695,2012.0,3.0,25.0
236,216.27531612444,-58.75984387413,3736.705246505049,2012.0,4.0,4.0
237,272.76540154911,-27.29151311024,8891.602646164301,2012.0,5.0,8.0
238,268.10746906457996,-21.43937918222,3163.0122164754603,2012.0,6.0,26.0
239,275.11365286482004,-27.740799975999998,6004.135502504031,2012.0,7.0,7.0
240,283.14540111156003,-0.31206339706,2749.7839868189203,2012.0,10.0,20.0
241,347.01967499131007,60.781041064659995,2844.0827956225403,2013.0,2.0,2.0
242,305.87784124854,20.76767888209,2533.62330884928,2013.0,8.0,14.0
243,285.63884082292003,3.2556073354,2422.45104485527,2013.0,10.0,28.0
244,272.26431559052,-11.20958296306,4170.50447048465,2013.0,11.0,24.0
245,208.68885179296,-59.15119280073001,317.09008603069304,2013.0,12.0,2.0
246,276.28653618193,-22.60086477625,7495.582477949421,2014.0,1.0,26.0
247,313.59899033107,60.28519540865,2171.51449577002,2014.0,3.0,8.0
248,258.94530994253995,-31.47510269185,7339.18031275652,2014.0,3.0,26.0
249,305.42633636372,31.05813797924,6125.65248477598,2014.0,3.0,31.0
250,255.85904926448998,-35.07163218042,4557.95651783983,2015.0,2.0,11.0
251,273.60483109727,-25.90960089463,8452.997018648759,2015.0,2.0,12.0
252,211.88032573042,-63.219875924840004,5010.18821805686,2015.0,2.0,28.0
253,262.30653320977,-18.76989536286,4265.647698578249,2015.0,3.0,29.0
254,270.88677062936,-28.26859996084,678.3204020251629,2015.0,9.0,27.0
255,275.74703991282996,-19.236769577710003,1457.0675917644198,2015.0,10.0,31.0
256,263.9609415661,-29.57338460251,5142.459065504621,2016.0,3.0,11.0
257,264.58052638203,-37.419058394859995,5436.81134206408,2016.0,6.0,10.0
258,276.37442777882006,-9.79264369261,1699.45729594772,2016.0,9.0,7.0
259,232.25737631257005,-44.827776294879996,3381.9383184504,2016.0,9.0,24.0
260,200.23055710676002,-63.705323764990005,5385.783405627871,2017.0,4.0,25.0
261,132.62338049907,-47.75784371963,562.1059845409591,2017.0,9.0,24.0
262,262.64219976031,-31.1019856455,5604.797419589981,2017.0,10.0,14.0
263,171.56251482014,-65.52339133083001,3328.25704420048,2018.0,1.0,14.0
264,208.36493514538003,-67.41692683008999,2761.20433439747,2018.0,1.0,19.0
265,255.94821406284998,-38.282869073490005,2653.7874696651606,2018.0,2.0,24.0
266,159.05707496532,-59.5986119444,3048.97198551462,2018.0,3.0,20.0
267,70.83904086751,47.35717831294001,3415.96716234294,2018.0,4.0,29.0
268,234.68271272547,-47.7450240884,1114.21308059326,2018.0,6.0,3.0
269,243.63722455054,-53.50467663087,2600.19314642138,2018.0,10.0,13.0
270,256.89239085386004,-36.13980546985999,3999.1471103619,2019.0,5.0,13.0
271,264.64638274616,-25.31786027033,5402.540402057071,2019.0,7.0,12.0
272,92.48938759258002,12.206986851489999,3414.09843211129,2019.0,8.0,7.0
273,269.05832621292,-20.716668284689998,1726.9486683289797,2020.0,1.0,30.0
274,280.97250211235,0.06366427526,1884.06601832282,2020.0,5.0,12.0
275,59.623183485089996,-54.77810753599,2703.08760538851,2020.0,7.0,15.0
276,260.92472235701,-31.05215235298,6519.523538591529,2020.0,9.0,8.0
277,268.74999269383,-21.3780233835,1416.9836637308701,2020.0,10.0,2.0
278,83.86675,-69.26974167,51400.0,1987.0,2.0,23.0
